resultId,raceId,driverId,constructorId,grid_position,position,points,laps,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,statusId
342,34,17,9,16,14,0.0,56,10,13,0 days 00:01:37.680000,200.896,1
343,34,3,3,14,15,0.0,55,38,10,0 days 00:01:37.246000,201.793,11
344,34,18,11,18,16,0.0,55,54,15,0 days 00:01:37.773000,200.705,11
345,34,21,10,20,17,0.0,55,54,18,0 days 00:01:38.372000,199.483,11
346,34,5,1,5,18,0.0,49,32,11,0 days 00:01:37.302000,201.677,9
347,34,16,10,19,19,0.0,13,13,19,0 days 00:01:39.683000,196.86,5
348,34,15,7,7,20,0.0,2,2,20,0 days 00:02:39.612000,122.945,4
349,35,13,6,1,1,10.0,71,36,1,0 days 00:01:13.736000,210.377,1
350,35,4,4,6,2,8.0,71,39,8,0 days 00:01:14.229000,208.98,1
351,35,8,6,3,3,6.0,71,59,3,0 days 00:01:14.117000,209.296,1
352,35,20,5,7,4,5.0,71,25,7,0 days 00:01:14.214000,209.022,1
353,35,1,1,4,5,4.0,71,31,4,0 days 00:01:14.159000,209.177,1
354,35,10,7,10,6,3.0,71,32,2,0 days 00:01:14.057000,209.465,1
355,35,5,1,5,7,2.0,71,36,6,0 days 00:01:14.207000,209.042,1
356,35,15,7,2,8,1.0,71,40,5,0 days 00:01:14.167000,209.155,1
357,35,17,9,12,9,0.0,71,40,14,0 days 00:01:15.033000,206.741,1
358,35,2,2,8,10,0.0,70,41,10,0 days 00:01:14.652000,207.796,11
359,35,9,2,13,11,0.0,70,61,9,0 days 00:01:14.375000,208.57,11
360,35,3,3,18,12,0.0,70,35,12,0 days 00:01:14.934000,207.014,11
361,35,18,11,17,13,0.0,70,59,11,0 days 00:01:14.759000,207.498,11
362,35,7,5,9,14,0.0,70,57,13,0 days 00:01:14.951000,206.967,11
363,35,22,11,15,15,0.0,70,35,16,0 days 00:01:15.414000,205.696,11
364,35,16,10,20,16,0.0,69,60,17,0 days 00:01:15.773000,204.721,12
365,35,6,3,16,17,0.0,69,50,18,0 days 00:01:15.865000,204.473,12
366,35,21,10,19,18,0.0,69,36,15,0 days 00:01:15.212000,206.249,12
367,35,12,4,11,19,0.0,0,0,0,0 days 00:00:00,0.0,3
368,35,14,9,14,20,0.0,0,0,0,0 days 00:00:00,0.0,4
369,36,8,6,1,1,10.0,58,41,1,0 days 00:01:25.235000,223.978,1
370,36,4,1,2,2,8.0,58,20,2,0 days 00:01:26.314000,221.178,1
371,36,1,1,4,3,6.0,58,20,3,0 days 00:01:26.351000,221.083,1
372,36,2,2,3,4,5.0,58,37,6,0 days 00:01:26.722000,220.137,1
373,36,21,4,6,5,4.0,58,18,7,0 days 00:01:26.892000,219.707,1
374,36,13,6,22,6,3.0,58,28,8,0 days 00:01:27.044000,219.323,1
375,36,3,3,12,7,2.0,57,40,5,0 days 00:01:26.721000,220.14,11
376,36,23,7,9,8,1.0,57,42,12,0 days 00:01:27.796000,217.444,11
377,36,15,7,8,9,0.0,57,45,13,0 days 00:01:28.034000,216.857,11
378,36,5,4,13,10,0.0,57,44,10,0 days 00:01:27.592000,217.951,11
379,36,22,11,16,11,0.0,57,17,14,0 days 00:01:28.098000,216.699,11
380,36,11,8,10,12,0.0,57,20,18,0 days 00:01:28.487000,215.746,11
381,36,17,9,7,13,0.0,57,21,9,0 days 00:01:27.501000,218.178,11
382,36,24,5,19,14,0.0,57,44,15,0 days 00:01:28.282000,216.247,11
383,36,18,11,14,15,0.0,57,42,17,0 days 00:01:28.387000,215.991,11
384,36,19,8,11,16,0.0,56,41,19,0 days 00:01:28.489000,215.742,12
385,36,16,12,20,17,0.0,56,40,20,0 days 00:01:28.687000,215.26,12
386,36,25,3,15,18,0.0,48,24,16,0 days 00:01:28.303000,216.196,4
387,36,14,9,18,19,0.0,48,44,11,0 days 00:01:27.706000,217.668,4
388,36,9,2,5,20,0.0,36,19,4,0 days 00:01:26.642000,220.341,6
389,36,26,5,17,21,0.0,28,22,21,0 days 00:01:28.953000,214.616,29
390,36,27,12,21,22,0.0,10,9,22,0 days 00:01:30.899000,210.022,3
391,37,4,1,2,1,10.0,56,42,2,0 days 00:01:36.861000,206.014,1
392,37,1,1,4,2,8.0,56,22,1,0 days 00:01:36.701000,206.355,1
393,37,8,6,3,3,6.0,56,40,4,0 days 00:01:37.228000,205.237,1
394,37,2,2,5,4,5.0,56,55,5,0 days 00:01:37.417000,204.838,1
395,37,13,6,1,5,4.0,56,42,3,0 days 00:01:37.199000,205.298,1
396,37,21,4,12,6,3.0,56,44,9,0 days 00:01:37.879000,203.872,1
397,37,15,7,8,7,2.0,56,40,10,0 days 00:01:38.016000,203.587,1
398,37,5,4,11,8,1.0,56,41,7,0 days 00:01:37.810000,204.015,1
399,37,25,3,19,9,0.0,56,19,8,0 days 00:01:37.864000,203.903,1
400,37,17,9,10,10,0.0,56,55,14,0 days 00:01:38.540000,202.504,1
401,37,22,11,22,11,0.0,55,32,15,0 days 00:01:38.566000,202.451,11
402,37,18,11,15,12,0.0,55,54,16,0 days 00:01:38.658000,202.262,11
403,37,11,8,14,13,0.0,55,37,13,0 days 00:01:38.496000,202.595,11
404,37,26,5,17,14,0.0,55,54,18,0 days 00:01:39.098000,201.364,11
405,37,23,7,9,15,0.0,55,52,19,0 days 00:01:39.243000,201.07,11
406,37,19,8,18,16,0.0,55,32,20,0 days 00:01:39.566000,200.417,11
407,37,24,5,16,17,0.0,55,21,12,0 days 00:01:38.447000,202.695,11
408,37,9,2,7,18,0.0,55,53,17,0 days 00:01:38.874000,201.82,11
409,37,3,3,6,19,0.0,42,18,6,0 days 00:01:37.704000,204.237,9
410,37,14,9,13,20,0.0,36,28,11,0 days 00:01:38.098000,203.416,23
411,37,27,12,20,21,0.0,7,5,21,0 days 00:01:41.495000,196.608,5
412,37,16,12,21,22,0.0,0,0,0,0 days 00:00:00,0.0,4
413,38,13,6,1,1,10.0,57,42,1,0 days 00:01:34.067000,207.12,1
414,38,1,1,2,2,8.0,57,18,2,0 days 00:01:34.270000,206.674,1
415,38,8,6,3,3,6.0,57,39,3,0 days 00:01:34.357000,206.483,1
416,38,2,2,5,4,5.0,57,38,5,0 days 00:01:34.470000,206.236,1
417,38,4,1,4,5,4.0,57,46,4,0 days 00:01:34.420000,206.346,1
418,38,9,2,6,6,3.0,57,46,6,0 days 00:01:34.819000,205.477,1
419,38,15,7,9,7,2.0,57,40,7,0 days 00:01:35.153000,204.756,1
420,38,21,4,7,8,1.0,57,51,8,0 days 00:01:35.200000,204.655,1
421,38,5,4,12,9,0.0,57,27,10,0 days 00:01:35.475000,204.065,1
422,38,3,3,10,10,0.0,57,51,11,0 days 00:01:35.556000,203.893,1
423,38,25,3,11,11,0.0,56,27,16,0 days 00:01:35.992000,202.966,11
424,38,23,7,14,12,0.0,56,37,15,0 days 00:01:35.845000,203.278,11
425,38,22,11,15,13,0.0,56,50,14,0 days 00:01:35.842000,203.284,11
426,38,27,12,22,14,0.0,55,40,20,0 days 00:01:37.184000,200.477,12
427,38,16,12,20,15,0.0,53,45,19,0 days 00:01:36.772000,201.33,14
428,38,19,8,13,16,0.0,51,27,17,0 days 00:01:36.111000,202.715,5
429,38,17,9,8,17,0.0,41,37,12,0 days 00:01:35.705000,203.575,6
430,38,14,9,21,18,0.0,36,34,9,0 days 00:01:35.384000,204.26,30
431,38,11,8,17,19,0.0,34,23,18,0 days 00:01:36.359000,202.193,5
432,38,24,5,18,20,0.0,26,23,13,0 days 00:01:35.723000,203.537,9
433,38,18,11,16,21,0.0,0,0,0,0 days 00:00:00,0.0,4
434,38,26,5,19,22,0.0,0,0,0,0 days 00:00:00,0.0,4
435,39,13,6,1,1,10.0,65,14,1,0 days 00:01:22.680000,202.685,1
436,39,1,1,4,2,8.0,65,20,2,0 days 00:01:22.876000,202.205,1
437,39,4,1,2,3,6.0,65,17,3,0 days 00:01:22.966000,201.986,1
438,39,9,2,5,4,5.0,65,20,5,0 days 00:01:23.129000,201.59,1
439,39,14,9,9,5,4.0,65,18,8,0 days 00:01:23.524000,200.636,1
440,39,3,3,11,6,3.0,65,60,10,0 days 00:01:23.693000,200.231,1
441,39,5,4,8,7,2.0,65,32,4,0 days 00:01:22.980000,201.952,1
442,39,11,8,13,8,1.0,64,23,12,0 days 00:01:24.110000,199.239,11
443,39,21,4,10,9,0.0,64,57,9,0 days 00:01:23.560000,200.55,11
444,39,22,11,12,10,0.0,64,16,14,0 days 00:01:24.287000,198.82,11
445,39,19,8,15,11,0.0,64,59,15,0 days 00:01:24.291000,198.811,11
446,39,18,11,14,12,0.0,64,64,13,0 days 00:01:24.186000,199.059,11
447,39,16,12,20,13,0.0,63,57,16,0 days 00:01:25.191000,196.71,12
448,39,27,12,21,14,0.0,63,61,18,0 days 00:01:25.260000,196.551,12
449,39,2,2,7,15,0.0,46,22,7,0 days 00:01:23.483000,200.735,6
450,39,23,7,17,16,0.0,44,37,11,0 days 00:01:24.003000,199.492,22
451,39,24,5,16,17,0.0,19,18,17,0 days 00:01:25.207000,196.673,31
452,39,26,5,22,18,0.0,9,6,20,0 days 00:01:26.238000,194.322,27
453,39,8,6,3,19,0.0,9,7,6,0 days 00:01:23.475000,200.754,22
454,39,15,7,6,20,0.0,8,6,19,0 days 00:01:26.094000,194.647,32
455,39,17,9,19,21,0.0,7,4,21,0 days 00:01:26.323000,194.131,9
456,39,25,3,18,22,0.0,1,0,0,0 days 00:00:00,0.0,4
457,40,4,1,1,1,10.0,78,44,1,0 days 00:01:15.284000,159.715,1
458,40,1,1,2,2,8.0,78,28,2,0 days 00:01:15.372000,159.528,1
459,40,13,6,3,3,6.0,78,47,4,0 days 00:01:16.183000,157.83,1
460,40,21,4,4,4,5.0,77,54,5,0 days 00:01:16.254000,157.683,11
461,40,9,2,8,5,4.0,77,39,3,0 days 00:01:16.006000,158.198,11
462,40,2,2,7,6,3.0,77,30,12,0 days 00:01:17.041000,156.072,11
463,40,25,3,11,7,2.0,77,40,7,0 days 00:01:16.658000,156.852,11
464,40,8,6,16,8,1.0,77,62,6,0 days 00:01:16.592000,156.987,11
465,40,26,5,18,9,0.0,77,73,10,0 days 00:01:16.867000,156.426,11
466,40,22,11,9,10,0.0,77,69,13,0 days 00:01:17.080000,155.993,11
467,40,18,11,10,11,0.0,77,40,9,0 days 00:01:16.802000,156.558,11
468,40,3,3,5,12,0.0,77,70,11,0 days 00:01:16.991000,156.174,11
469,40,5,4,15,13,0.0,76,72,14,0 days 00:01:17.100000,155.953,5
470,40,14,9,13,14,0.0,76,75,8,0 days 00:01:16.786000,156.591,12
471,40,15,7,14,15,0.0,76,53,18,0 days 00:01:17.495000,155.158,12
472,40,23,7,20,16,0.0,76,47,17,0 days 00:01:17.231000,155.688,12
473,40,11,8,21,17,0.0,76,74,15,0 days 00:01:17.183000,155.785,12
474,40,19,8,17,18,0.0,76,63,16,0 days 00:01:17.223000,155.704,12
475,40,27,12,22,19,0.0,70,70,20,0 days 00:01:17.689000,154.77,30
476,40,16,12,19,20,0.0,53,34,19,0 days 00:01:17.678000,154.792,3
477,40,17,9,6,21,0.0,17,17,21,0 days 00:01:18.998000,152.206,6
478,40,24,5,12,22,0.0,2,0,0,0 days 00:00:00,0.0,3
479,41,1,1,1,1,10.0,70,37,2,0 days 00:01:16.494000,205.239,1
480,41,2,2,3,2,8.0,70,19,3,0 days 00:01:16.696000,204.699,1
481,41,25,3,19,3,6.0,70,67,11,0 days 00:01:17.947000,201.413,1
482,41,5,4,22,4,5.0,70,67,13,0 days 00:01:18.368000,200.331,1
483,41,8,6,4,5,4.0,70,21,5,0 days 00:01:16.861000,204.259,1
484,41,11,8,11,6,3.0,70,47,12,0 days 00:01:18.035000,201.186,1
485,41,4,1,2,7,2.0,70,46,1,0 days 00:01:16.367000,205.58,1
486,41,23,7,18,8,1.0,70,38,10,0 days 00:01:17.910000,201.509,1
487,41,17,9,6,9,0.0,70,47,9,0 days 00:01:17.618000,202.267,1
488,41,3,3,7,10,0.0,70,42,6,0 days 00:01:17.156000,203.478,1
489,41,19,8,17,11,0.0,70,36,15,0 days 00:01:18.780000,199.284,1
490,41,22,11,13,12,0.0,70,62,14,0 days 00:01:18.543000,199.885,1
491,41,15,7,10,13,0.0,58,12,17,0 days 00:01:19.092000,198.497,3
492,41,24,5,12,14,0.0,54,9,19,0 days 00:01:19.375000,197.79,3
493,41,27,12,21,15,0.0,47,21,18,0 days 00:01:19.254000,198.092,33
494,41,14,9,14,16,0.0,36,19,16,0 days 00:01:18.981000,198.776,6
495,41,9,2,8,17,0.0,26,19,8,0 days 00:01:17.529000,202.499,3
496,41,16,12,20,18,0.0,21,20,20,0 days 00:01:19.452000,197.598,3
497,41,26,5,16,19,0.0,8,6,21,0 days 00:01:20.092000,196.019,3
498,41,18,11,15,20,0.0,0,0,0,0 days 00:00:00,0.0,6
499,41,13,6,5,21,0.0,51,22,4,0 days 00:01:16.849000,204.291,2
500,41,21,4,9,22,0.0,51,22,7,0 days 00:01:17.411000,202.808,2
501,42,1,1,1,1,10.0,73,20,2,0 days 00:01:13.222000,206.101,1
502,42,4,1,2,2,8.0,73,21,3,0 days 00:01:13.257000,206.003,1
503,42,13,6,3,3,6.0,73,50,4,0 days 00:01:13.380000,205.658,1
504,42,8,6,4,4,5.0,73,49,1,0 days 00:01:13.117000,206.397,1
505,42,5,4,6,5,4.0,73,67,7,0 days 00:01:13.998000,203.94,1
506,42,15,7,8,6,3.0,73,30,10,0 days 00:01:14.016000,203.891,1
507,42,17,9,9,7,2.0,73,57,8,0 days 00:01:14.004000,203.924,1
508,42,20,2,7,8,1.0,73,53,6,0 days 00:01:13.862000,204.316,1
509,42,21,4,10,9,0.0,72,67,9,0 days 00:01:14.009000,203.91,11
510,42,25,3,17,10,0.0,72,41,13,0 days 00:01:14.486000,202.604,11
511,42,19,8,16,11,0.0,72,55,12,0 days 00:01:14.066000,203.753,11
512,42,18,11,13,12,0.0,72,42,14,0 days 00:01:14.703000,202.015,11
513,42,26,5,20,13,0.0,71,66,16,0 days 00:01:15.092000,200.969,12
514,42,16,12,21,14,0.0,71,49,15,0 days 00:01:14.858000,201.597,12
515,42,27,12,22,15,0.0,70,65,18,0 days 00:01:15.902000,198.824,13
516,42,3,3,14,16,0.0,68,34,11,0 days 00:01:14.066000,203.753,5
517,42,24,5,19,17,0.0,68,64,17,0 days 00:01:15.426000,200.079,34
518,42,2,2,5,18,0.0,56,20,5,0 days 00:01:13.414000,205.562,7
519,42,11,8,18,19,0.0,13,8,19,0 days 00:01:16.680000,196.807,20
520,42,14,9,11,20,0.0,0,0,0,0 days 00:00:00,0.0,4
521,42,22,11,15,21,0.0,0,0,0,0 days 00:00:00,0.0,4
522,42,23,7,12,22,0.0,0,0,0,0 days 00:00:00,0.0,4
523,43,8,6,3,1,10.0,70,20,2,0 days 00:01:16.207000,208.374,1
524,43,13,6,1,2,8.0,70,42,1,0 days 00:01:16.099000,208.67,1
525,43,1,1,2,3,6.0,70,39,4,0 days 00:01:16.587000,207.34,1
526,43,9,2,4,4,5.0,70,44,10,0 days 00:01:17.153000,205.819,1
527,43,2,2,7,5,4.0,70,70,7,0 days 00:01:16.875000,206.563,1
528,43,21,4,5,6,3.0,70,70,5,0 days 00:01:16.703000,207.027,1
529,43,4,1,10,7,2.0,70,36,3,0 days 00:01:16.495000,207.59,1
530,43,18,11,12,8,1.0,70,70,6,0 days 00:01:16.770000,206.846,1
531,43,3,3,9,9,0.0,70,69,9,0 days 00:01:17.011000,206.199,1
532,43,23,7,11,10,0.0,69,68,8,0 days 00:01:16.966000,206.319,11
533,43,22,11,13,11,0.0,69,68,12,0 days 00:01:17.220000,205.641,11
534,43,17,9,14,12,0.0,69,69,14,0 days 00:01:17.249000,205.563,11
535,43,14,9,16,13,0.0,69,68,15,0 days 00:01:17.447000,205.038,11
536,43,25,3,18,14,0.0,69,69,13,0 days 00:01:17.240000,205.587,11
537,43,5,4,6,15,0.0,69,69,11,0 days 00:01:17.206000,205.678,11
538,43,11,8,22,16,0.0,68,39,16,0 days 00:01:17.796000,204.118,12
539,43,16,12,21,17,0.0,68,27,18,0 days 00:01:18.091000,203.347,12
540,43,26,5,15,18,0.0,55,51,17,0 days 00:01:17.934000,203.757,6
541,43,27,12,20,19,0.0,28,27,19,0 days 00:01:18.955000,201.122,35
542,43,19,8,19,20,0.0,1,0,0,0 days 00:00:00,0.0,4
543,43,15,7,8,21,0.0,1,0,0,0 days 00:00:00,0.0,4
544,43,24,5,17,22,0.0,0,0,0,0 days 00:00:00,0.0,4
545,44,8,6,2,1,10.0,59,17,1,0 days 00:01:20.638000,229.514,1
546,44,4,1,3,2,8.0,59,35,3,0 days 00:01:21.117000,228.159,1
547,44,1,1,1,3,6.0,59,11,4,0 days 00:01:21.675000,226.6,1
548,44,9,2,5,4,5.0,59,14,6,0 days 00:01:22.105000,225.413,1
549,44,13,6,4,5,4.0,59,17,2,0 days 00:01:20.858000,228.89,1
550,44,2,2,9,6,3.0,59,17,5,0 days 00:01:21.991000,225.727,1
551,44,5,4,7,7,2.0,58,11,9,0 days 00:01:22.552000,224.193,11
552,44,21,4,8,8,1.0,58,13,7,0 days 00:01:22.136000,225.328,11
553,44,22,11,14,9,0.0,58,28,13,0 days 00:01:23.387000,221.948,11
554,44,18,11,18,10,0.0,58,29,16,0 days 00:01:23.581000,221.433,11
555,44,14,9,12,11,0.0,58,40,12,0 days 00:01:23.118000,222.666,11
556,44,3,3,17,12,0.0,58,49,11,0 days 00:01:22.896000,223.262,11
557,44,25,3,13,13,0.0,58,57,10,0 days 00:01:22.693000,223.81,11
558,44,11,8,21,14,0.0,57,42,14,0 days 00:01:23.413000,221.879,12
559,44,27,12,22,15,0.0,57,56,21,0 days 00:01:24.390000,219.31,12
560,44,24,5,16,16,0.0,53,46,17,0 days 00:01:23.628000,221.308,6
561,44,15,7,10,17,0.0,43,17,18,0 days 00:01:23.708000,221.097,31
562,44,19,8,19,18,0.0,35,26,20,0 days 00:01:24.144000,219.951,26
563,44,26,5,15,19,0.0,29,19,15,0 days 00:01:23.570000,221.462,3
564,44,23,7,6,20,0.0,22,12,8,0 days 00:01:22.510000,224.307,36
565,44,16,12,20,21,0.0,16,16,22,0 days 00:01:25.015000,217.698,5
566,44,17,9,11,22,0.0,8,6,19,0 days 00:01:23.767000,220.941,9
567,45,4,1,2,1,10.0,60,35,2,0 days 00:01:33.231000,198.783,1
568,45,13,6,3,2,8.0,60,34,1,0 days 00:01:32.853000,199.592,1
569,45,17,9,6,3,6.0,60,29,8,0 days 00:01:34.449000,196.22,1
570,45,25,3,12,4,5.0,60,33,5,0 days 00:01:34.235000,196.665,1
571,45,14,9,20,5,4.0,60,48,6,0 days 00:01:34.316000,196.496,1
572,45,2,2,4,6,3.0,60,49,7,0 days 00:01:34.354000,196.417,1
573,45,9,2,5,7,2.0,60,49,9,0 days 00:01:34.451000,196.216,1
574,45,5,4,7,8,1.0,59,48,11,0 days 00:01:34.603000,195.9,11
575,45,1,1,10,9,0.0,59,29,3,0 days 00:01:33.401000,198.421,11
576,45,21,4,13,10,0.0,59,48,12,0 days 00:01:34.893000,195.302,11
577,45,22,11,14,11,0.0,59,37,14,0 days 00:01:35.632000,193.792,11
578,45,19,8,15,12,0.0,59,46,13,0 days 00:01:35.282000,194.504,11
579,45,15,7,8,13,0.0,59,29,10,0 days 00:01:34.496000,196.122,11
580,45,8,6,1,14,0.0,34,32,4,0 days 00:01:33.904000,197.359,9
581,45,11,8,16,15,0.0,19,18,16,0 days 00:01:37.401000,190.273,31
582,45,23,7,9,16,0.0,18,18,15,0 days 00:01:36.195000,192.658,4
583,45,28,12,22,17,0.0,13,13,17,0 days 00:01:42.783000,180.309,9
584,45,18,11,17,18,0.0,2,2,18,0 days 00:02:20.041000,132.338,20
585,45,16,12,21,19,0.0,2,2,19,0 days 00:02:25.798000,127.112,20
586,45,3,3,11,20,0.0,2,2,20,0 days 00:02:50.950000,108.41,20
587,45,26,5,18,21,0.0,2,2,21,0 days 00:03:01.900000,101.884,20
588,45,24,5,19,22,0.0,2,2,22,0 days 00:03:22.300000,91.61,20
589,46,1,1,1,1,10.0,70,13,2,0 days 00:01:20.171000,196.724,1
590,46,8,6,3,2,8.0,70,70,1,0 days 00:01:20.047000,197.029,1
591,46,2,2,2,3,6.0,70,16,5,0 days 00:01:20.582000,195.721,1
592,46,4,1,6,4,5.0,70,49,3,0 days 00:01:20.324000,196.349,1
593,46,9,2,7,5,4.0,70,40,4,0 days 00:01:20.419000,196.117,1
594,46,23,7,5,6,3.0,70,69,9,0 days 00:01:20.961000,194.804,1
595,46,3,3,4,7,2.0,70,68,6,0 days 00:01:20.672000,195.502,1
596,46,5,4,11,8,1.0,70,69,8,0 days 00:01:20.935000,194.867,1
597,46,17,9,9,9,0.0,70,63,7,0 days 00:01:20.915000,194.915,1
598,46,15,7,8,10,0.0,69,48,12,0 days 00:01:21.253000,194.104,11
599,46,14,9,10,11,0.0,69,67,14,0 days 00:01:21.553000,193.39,11
600,46,21,4,13,12,0.0,69,66,15,0 days 00:01:21.695000,193.054,11
601,46,13,6,14,13,0.0,69,37,11,0 days 00:01:20.981000,194.756,11
602,46,25,3,12,14,0.0,69,49,13,0 days 00:01:21.264000,194.078,11
603,46,11,8,19,15,0.0,69,66,10,0 days 00:01:20.980000,194.759,11
604,46,20,5,20,16,0.0,69,65,16,0 days 00:01:21.915000,192.536,11
605,46,16,12,21,17,0.0,68,67,19,0 days 00:01:22.263000,191.721,12
606,46,22,11,18,18,0.0,68,34,17,0 days 00:01:22.004000,192.327,12
607,46,24,5,16,19,0.0,42,35,20,0 days 00:01:22.410000,191.379,10
608,46,19,8,15,20,0.0,41,39,18,0 days 00:01:22.166000,191.948,3
609,46,18,11,17,21,0.0,35,25,21,0 days 00:01:22.906000,190.234,37
610,46,29,12,22,22,0.0,4,4,22,0 days 00:01:26.741000,181.824,3
611,47,13,6,1,1,10.0,58,18,2,0 days 00:01:27.922000,218.566,1
612,47,8,6,3,2,8.0,58,57,1,0 days 00:01:27.295000,220.136,1
613,47,4,1,4,3,6.0,58,39,4,0 days 00:01:28.070000,218.199,1
614,47,2,2,6,4,5.0,58,39,5,0 days 00:01:28.319000,217.583,1
615,47,1,1,2,5,4.0,58,17,3,0 days 00:01:27.963000,218.464,1
616,47,5,4,7,6,3.0,58,20,7,0 days 00:01:28.603000,216.886,1
617,47,3,3,8,7,2.0,58,37,6,0 days 00:01:28.536000,217.05,1
618,47,9,2,5,8,1.0,58,11,11,0 days 00:01:28.918000,216.118,1
619,47,21,4,10,9,0.0,58,56,9,0 days 00:01:28.793000,216.422,1
620,47,14,9,13,10,0.0,58,54,13,0 days 00:01:29.068000,215.754,1
621,47,25,3,14,11,0.0,58,55,8,0 days 00:01:28.737000,216.559,1
622,47,23,7,16,12,0.0,57,55,12,0 days 00:01:28.924000,216.103,11
623,47,18,11,21,13,0.0,57,34,10,0 days 00:01:28.873000,216.227,11
624,47,19,8,11,14,0.0,57,38,17,0 days 00:01:29.658000,214.334,11
625,47,24,5,15,15,0.0,57,56,16,0 days 00:01:29.563000,214.561,11
626,47,15,7,9,16,0.0,57,39,14,0 days 00:01:29.459000,214.811,11
627,47,22,11,22,17,0.0,57,35,15,0 days 00:01:29.513000,214.681,11
628,47,11,8,17,18,0.0,57,56,18,0 days 00:01:29.916000,213.719,11
629,47,20,5,18,19,0.0,57,39,19,0 days 00:01:29.983000,213.56,11
630,47,29,12,20,20,0.0,56,21,22,0 days 00:01:30.951000,211.287,12
631,47,16,12,19,21,0.0,53,52,20,0 days 00:01:30.617000,212.066,32
632,47,17,9,12,22,0.0,9,4,21,0 days 00:01:30.808000,211.62,9
633,48,4,1,1,1,10.0,53,15,1,0 days 00:01:22.871000,251.653,1
634,48,1,1,2,2,8.0,53,17,2,0 days 00:01:22.936000,251.456,1
635,48,8,6,5,3,6.0,53,21,3,0 days 00:01:23.370000,250.147,1
636,48,2,2,4,4,5.0,53,19,4,0 days 00:01:23.681000,249.217,1
637,48,9,2,6,5,4.0,53,22,5,0 days 00:01:23.908000,248.543,1
638,48,3,3,8,6,3.0,53,52,8,0 days 00:01:24.472000,246.884,1
639,48,5,4,7,7,2.0,53,53,7,0 days 00:01:24.226000,247.605,1
640,48,18,11,10,8,1.0,53,32,9,0 days 00:01:24.532000,246.708,1
641,48,17,9,11,9,0.0,53,46,13,0 days 00:01:24.824000,245.859,1
642,48,22,11,12,10,0.0,53,52,12,0 days 00:01:24.767000,246.024,1
643,48,15,7,9,11,0.0,53,49,10,0 days 00:01:24.622000,246.446,1
644,48,21,4,15,12,0.0,52,32,14,0 days 00:01:24.849000,245.787,11
645,48,25,3,13,13,0.0,52,42,16,0 days 00:01:25,245.35,11
646,48,19,8,14,14,0.0,52,46,17,0 days 00:01:25.116000,245.016,11
647,48,23,7,18,15,0.0,52,49,15,0 days 00:01:24.951000,245.492,11
648,48,11,8,17,16,0.0,52,49,11,0 days 00:01:24.669000,246.309,11
649,48,24,5,19,17,0.0,52,45,19,0 days 00:01:25.373000,244.278,11
650,48,20,5,16,18,0.0,52,47,18,0 days 00:01:25.313000,244.45,11
651,48,16,12,21,19,0.0,52,30,20,0 days 00:01:25.377000,244.267,11
652,48,29,12,22,20,0.0,52,34,21,0 days 00:01:25.478000,243.978,11
653,48,13,6,3,21,0.0,10,8,6,0 days 00:01:23.971000,248.357,22
654,48,14,9,20,22,0.0,1,0,0,0 days 00:00:00,0.0,3
655,49,8,6,1,1,10.0,44,12,2,0 days 00:01:48.095000,233.261,1
656,49,13,6,2,2,8.0,44,34,1,0 days 00:01:48.036000,233.388,1
657,49,4,1,3,3,6.0,44,44,3,0 days 00:01:48.182000,233.073,1
658,49,1,1,4,4,5.0,44,41,4,0 days 00:01:48.215000,233.002,1
659,49,2,2,6,5,4.0,44,33,5,0 days 00:01:48.663000,232.042,1
660,49,3,3,5,6,3.0,44,29,9,0 days 00:01:49.769000,229.704,1
661,49,17,9,7,7,2.0,44,12,11,0 days 00:01:50.049000,229.119,1
662,49,5,4,9,8,1.0,44,21,8,0 days 00:01:49.600000,230.058,1
663,49,9,2,14,9,0.0,44,32,6,0 days 00:01:48.894000,231.549,1
664,49,23,7,10,10,0.0,44,43,10,0 days 00:01:50.022000,229.175,1
665,49,15,7,8,11,0.0,44,43,7,0 days 00:01:48.990000,231.345,1
666,49,24,5,13,12,0.0,43,40,13,0 days 00:01:50.730000,227.71,11
667,49,22,11,17,13,0.0,43,43,12,0 days 00:01:50.678000,227.817,11
668,49,16,12,19,14,0.0,43,29,15,0 days 00:01:50.902000,227.357,11
669,49,11,8,18,15,0.0,43,32,14,0 days 00:01:50.886000,227.39,11
670,49,19,8,20,16,0.0,43,43,19,0 days 00:01:51.391000,226.359,11
671,49,29,12,21,17,0.0,43,30,20,0 days 00:01:51.648000,225.838,11
672,49,18,11,12,18,0.0,36,22,16,0 days 00:01:51.141000,226.868,9
673,49,25,3,15,19,0.0,34,18,18,0 days 00:01:51.270000,226.605,32
674,49,14,9,11,20,0.0,29,24,17,0 days 00:01:51.156000,226.837,9
675,49,20,5,16,21,0.0,8,4,21,0 days 00:01:52.724000,223.682,38
676,49,21,4,22,22,0.0,1,0,0,0 days 00:00:00,0.0,22
677,50,1,1,1,1,10.0,67,27,1,0 days 00:01:28.193000,186.259,1
678,50,5,4,11,2,8.0,67,34,9,0 days 00:01:29.655000,183.222,1
679,50,8,6,3,3,6.0,67,29,8,0 days 00:01:29.619000,183.295,1
680,50,14,9,12,4,5.0,67,56,11,0 days 00:01:30.086000,182.345,1
681,50,21,4,10,5,4.0,67,33,12,0 days 00:01:30.387000,181.738,1
682,50,13,6,4,6,3.0,67,32,7,0 days 00:01:29.588000,183.359,1
