resultId,raceId,driverId,constructorId,grid_position,position,points,laps,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,statusId
8049,360,127,37,18,22,0.0,20,0,0,0 days 00:00:00,0.0,23
8050,360,105,25,9,23,0.0,17,0,0,0 days 00:00:00,0.0,6
8051,360,145,22,3,24,0.0,10,0,0,0 days 00:00:00,0.0,68
8052,360,118,21,10,25,0.0,7,0,0,0 days 00:00:00,0.0,4
8053,360,112,33,12,26,0.0,3,0,0,0 days 00:00:00,0.0,20
8054,360,129,27,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8055,360,90,42,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8056,360,163,27,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8057,360,114,33,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8058,360,160,45,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8059,360,162,42,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8060,360,148,44,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8061,360,78,45,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8062,360,164,39,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8063,360,161,48,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8064,360,88,49,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8065,360,146,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8066,360,92,46,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8067,361,123,3,6,1,9.0,69,0,0,0 days 00:00:00,0.0,1
8068,361,119,3,3,2,6.0,69,0,0,0 days 00:00:00,0.0,1
8069,361,110,35,9,3,4.0,69,0,0,0 days 00:00:00,0.0,1
8070,361,137,32,19,4,3.0,69,0,0,0 days 00:00:00,0.0,1
8071,361,163,27,22,5,2.0,68,0,0,0 days 00:00:00,0.0,11
8072,361,133,35,8,6,1.0,67,0,0,0 days 00:00:00,0.0,12
8073,361,102,1,2,7,0.0,66,0,0,0 days 00:00:00,0.0,5
8074,361,157,48,23,8,0.0,66,0,0,0 days 00:00:00,0.0,13
8075,361,90,42,26,9,0.0,57,0,0,0 days 00:00:00,0.0,24
8076,361,118,21,12,10,0.0,40,0,0,0 days 00:00:00,0.0,5
8077,361,156,25,14,11,0.0,35,0,0,0 days 00:00:00,0.0,20
8078,361,78,45,15,12,0.0,33,0,0,0 days 00:00:00,0.0,10
8079,361,122,37,21,13,0.0,28,0,0,0 days 00:00:00,0.0,20
8080,361,112,33,10,14,0.0,26,0,0,0 days 00:00:00,0.0,20
8081,361,140,46,18,15,0.0,13,0,0,0 days 00:00:00,0.0,2
8082,361,159,18,24,16,0.0,11,0,0,0 days 00:00:00,0.0,20
8083,361,127,37,17,17,0.0,11,0,0,0 days 00:00:00,0.0,10
8084,361,77,6,4,18,0.0,6,0,0,0 days 00:00:00,0.0,6
8085,361,99,39,25,19,0.0,6,0,0,0 days 00:00:00,0.0,20
8086,361,158,21,16,20,0.0,3,0,0,0 days 00:00:00,0.0,20
8087,361,117,1,1,21,0.0,2,0,0,0 days 00:00:00,0.0,22
8088,361,95,6,5,22,0.0,0,0,0,0 days 00:00:00,0.0,2
8089,361,131,34,7,23,0.0,0,0,0,0 days 00:00:00,0.0,3
8090,361,94,18,11,24,0.0,0,0,0,0 days 00:00:00,0.0,3
8091,361,145,22,13,25,0.0,0,0,0,0 days 00:00:00,0.0,2
8092,361,105,25,20,26,0.0,0,0,0,0 days 00:00:00,0.0,10
8093,361,138,32,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8094,361,114,33,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8095,361,65,22,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8096,361,129,27,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8097,361,84,34,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8098,361,92,46,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8099,361,148,44,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8100,361,160,45,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8101,361,146,49,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8102,361,164,39,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8103,361,161,48,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8104,361,88,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8105,361,162,42,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8106,362,117,1,1,1,9.0,80,0,0,0 days 00:00:00,0.0,1
8107,362,95,6,3,2,6.0,80,0,0,0 days 00:00:00,0.0,1
8108,362,119,3,8,3,4.0,80,0,0,0 days 00:00:00,0.0,1
8109,362,55,25,16,4,3.0,80,0,0,0 days 00:00:00,0.0,1
8110,362,140,46,13,5,2.0,79,0,0,0 days 00:00:00,0.0,11
8111,362,129,27,17,6,1.0,79,0,0,0 days 00:00:00,0.0,11
8112,362,158,21,25,7,0.0,79,0,0,0 days 00:00:00,0.0,11
8113,362,137,32,20,8,0.0,78,0,0,0 days 00:00:00,0.0,12
8114,362,139,22,24,9,0.0,78,0,0,0 days 00:00:00,0.0,12
8115,362,156,25,9,10,0.0,78,0,0,0 days 00:00:00,0.0,12
8116,362,103,33,15,11,0.0,77,0,0,0 days 00:00:00,0.0,13
8117,362,151,21,14,12,0.0,77,0,0,0 days 00:00:00,0.0,13
8118,362,92,46,11,13,0.0,76,0,0,0 days 00:00:00,0.0,5
8119,362,127,37,10,14,0.0,71,0,0,0 days 00:00:00,0.0,62
8120,362,131,34,22,15,0.0,67,0,0,0 days 00:00:00,0.0,5
8121,362,123,3,5,16,0.0,50,0,0,0 days 00:00:00,0.0,6
8122,362,138,32,19,17,0.0,49,0,0,0 days 00:00:00,0.0,5
8123,362,122,37,12,18,0.0,43,0,0,0 days 00:00:00,0.0,5
8124,362,145,22,4,19,0.0,40,0,0,0 days 00:00:00,0.0,22
8125,362,94,18,23,20,0.0,31,0,0,0 days 00:00:00,0.0,5
8126,362,112,33,7,21,0.0,30,0,0,0 days 00:00:00,0.0,5
8127,362,99,39,21,22,0.0,30,0,0,0 days 00:00:00,0.0,5
8128,362,77,6,6,23,0.0,29,0,0,0 days 00:00:00,0.0,8
8129,362,133,35,26,24,0.0,27,0,0,0 days 00:00:00,0.0,8
8130,362,163,27,18,25,0.0,14,0,0,0 days 00:00:00,0.0,6
8131,362,102,1,2,26,0.0,0,0,0,0 days 00:00:00,0.0,24
8132,362,110,35,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8133,362,159,18,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8134,362,157,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8135,362,90,42,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8136,362,78,45,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8137,362,84,34,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8138,362,161,48,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8139,362,146,49,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8140,362,160,45,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8141,362,162,42,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8142,362,88,49,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8143,362,148,44,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8144,362,164,39,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8145,363,117,1,2,1,9.0,64,0,0,0 days 00:00:00,0.0,1
8146,363,95,6,3,2,6.0,64,0,0,0 days 00:00:00,0.0,1
8147,363,145,22,9,3,4.0,64,0,0,0 days 00:00:00,0.0,1
8148,363,137,32,10,4,3.0,64,0,0,0 days 00:00:00,0.0,1
8149,363,94,18,11,5,2.0,63,0,0,0 days 00:00:00,0.0,11
8150,363,159,18,15,6,1.0,63,0,0,0 days 00:00:00,0.0,11
8151,363,129,27,24,7,0.0,63,0,0,0 days 00:00:00,0.0,11
8152,363,138,32,16,8,0.0,63,0,0,0 days 00:00:00,0.0,11
8153,363,118,21,19,9,0.0,62,0,0,0 days 00:00:00,0.0,12
8154,363,123,3,7,10,0.0,62,0,0,0 days 00:00:00,0.0,12
8155,363,139,22,26,11,0.0,62,0,0,0 days 00:00:00,0.0,12
8156,363,92,46,21,12,0.0,62,0,0,0 days 00:00:00,0.0,12
8157,363,127,37,6,13,0.0,54,0,0,0 days 00:00:00,0.0,6
8158,363,84,34,20,14,0.0,49,0,0,0 days 00:00:00,0.0,5
8159,363,77,6,4,15,0.0,49,0,0,0 days 00:00:00,0.0,66
8160,363,103,33,13,16,0.0,46,0,0,0 days 00:00:00,0.0,5
8161,363,112,33,12,17,0.0,39,0,0,0 days 00:00:00,0.0,5
8162,363,156,25,18,18,0.0,32,0,0,0 days 00:00:00,0.0,20
8163,363,131,34,14,19,0.0,31,0,0,0 days 00:00:00,0.0,5
8164,363,55,25,22,20,0.0,28,0,0,0 days 00:00:00,0.0,20
8165,363,78,45,17,21,0.0,23,0,0,0 days 00:00:00,0.0,64
8166,363,119,3,5,22,0.0,19,0,0,0 days 00:00:00,0.0,21
8167,363,122,37,8,23,0.0,15,0,0,0 days 00:00:00,0.0,7
8168,363,110,35,25,24,0.0,16,0,0,0 days 00:00:00,0.0,5
8169,363,102,1,1,25,0.0,11,0,0,0 days 00:00:00,0.0,20
8170,363,90,42,23,26,0.0,2,0,0,0 days 00:00:00,0.0,6
8171,363,163,27,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8172,363,158,21,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8173,363,99,39,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8174,363,157,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8175,363,140,46,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8176,363,133,35,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8177,363,148,44,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8178,363,160,45,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8179,363,114,39,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8180,363,146,49,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8181,363,162,42,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8182,363,88,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8183,363,161,48,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8184,364,102,1,1,1,9.0,45,0,0,0 days 00:00:00,0.0,1
8185,364,117,1,2,2,6.0,45,0,0,0 days 00:00:00,0.0,1
8186,364,95,6,3,3,4.0,45,0,0,0 days 00:00:00,0.0,1
8187,364,119,3,5,4,3.0,44,0,0,0 days 00:00:00,0.0,11
8188,364,137,32,8,5,2.0,44,0,0,0 days 00:00:00,0.0,11
8189,364,118,21,17,6,1.0,44,0,0,0 days 00:00:00,0.0,11
8190,364,110,35,21,7,0.0,44,0,0,0 days 00:00:00,0.0,11
8191,364,84,34,12,8,0.0,44,0,0,0 days 00:00:00,0.0,11
8192,364,94,18,13,9,0.0,44,0,0,0 days 00:00:00,0.0,11
8193,364,55,25,10,10,0.0,43,0,0,0 days 00:00:00,0.0,12
8194,364,163,27,23,11,0.0,42,0,0,0 days 00:00:00,0.0,13
8195,364,158,21,25,12,0.0,40,0,0,0 days 00:00:00,0.0,69
8196,364,131,34,16,13,0.0,37,0,0,0 days 00:00:00,0.0,5
8197,364,138,32,18,14,0.0,36,0,0,0 days 00:00:00,0.0,20
8198,364,122,37,22,15,0.0,32,0,0,0 days 00:00:00,0.0,10
8199,364,127,37,14,16,0.0,28,0,0,0 days 00:00:00,0.0,6
8200,364,139,22,9,17,0.0,26,0,0,0 days 00:00:00,0.0,20
8201,364,112,33,15,18,0.0,20,0,0,0 days 00:00:00,0.0,44
8202,364,156,25,19,19,0.0,16,0,0,0 days 00:00:00,0.0,5
8203,364,77,6,4,20,0.0,13,0,0,0 days 00:00:00,0.0,20
8204,364,140,46,24,21,0.0,8,0,0,0 days 00:00:00,0.0,25
8205,364,145,22,7,22,0.0,6,0,0,0 days 00:00:00,0.0,10
8206,364,123,3,6,23,0.0,4,0,0,0 days 00:00:00,0.0,4
8207,364,133,35,20,24,0.0,2,0,0,0 days 00:00:00,0.0,5
8208,364,105,33,26,25,0.0,1,0,0,0 days 00:00:00,0.0,10
8209,364,129,27,11,26,0.0,0,0,0,0 days 00:00:00,0.0,6
8210,364,159,18,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8211,364,92,46,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8212,364,157,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8213,364,161,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,2
8214,364,114,39,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8215,364,78,45,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8216,364,99,39,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8217,364,160,45,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8218,364,90,42,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8219,364,162,42,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8220,364,148,44,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8221,364,88,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8222,365,95,6,12,1,9.0,77,0,0,0 days 00:00:00,0.0,1
8223,365,102,1,2,2,6.0,77,0,0,0 days 00:00:00,0.0,1
8224,365,123,3,4,3,4.0,77,0,0,0 days 00:00:00,0.0,1
8225,365,117,1,5,4,3.0,77,0,0,0 days 00:00:00,0.0,1
8226,365,158,21,16,5,2.0,77,0,0,0 days 00:00:00,0.0,1
8227,365,137,32,17,6,1.0,77,0,0,0 days 00:00:00,0.0,1
8228,365,133,35,3,7,0.0,77,0,0,0 days 00:00:00,0.0,1
8229,365,139,22,25,8,0.0,76,0,0,0 days 00:00:00,0.0,11
8230,365,55,25,11,9,0.0,76,0,0,0 days 00:00:00,0.0,11
8231,365,118,21,9,10,0.0,76,0,0,0 days 00:00:00,0.0,11
8232,365,131,34,8,11,0.0,76,0,0,0 days 00:00:00,0.0,11
8233,365,84,34,15,12,0.0,75,0,0,0 days 00:00:00,0.0,12
8234,365,156,25,19,13,0.0,73,0,0,0 days 00:00:00,0.0,14
8235,365,159,18,23,14,0.0,57,0,0,0 days 00:00:00,0.0,4
8236,365,77,6,6,15,0.0,56,0,0,0 days 00:00:00,0.0,6
8237,365,119,3,1,16,0.0,54,0,0,0 days 00:00:00,0.0,21
8238,365,140,46,24,17,0.0,48,0,0,0 days 00:00:00,0.0,6
8239,365,145,22,7,18,0.0,46,0,0,0 days 00:00:00,0.0,6
8240,365,92,46,21,19,0.0,38,0,0,0 days 00:00:00,0.0,6
8241,365,138,32,20,20,0.0,33,0,0,0 days 00:00:00,0.0,3
8242,365,127,37,13,21,0.0,27,0,0,0 days 00:00:00,0.0,10
8243,365,122,37,14,22,0.0,26,0,0,0 days 00:00:00,0.0,36
8244,365,105,33,26,23,0.0,26,0,0,0 days 00:00:00,0.0,5
8245,365,160,45,22,24,0.0,20,0,0,0 days 00:00:00,0.0,10
8246,365,94,18,10,25,0.0,9,0,0,0 days 00:00:00,0.0,36
8247,365,110,35,18,26,0.0,0,0,0,0 days 00:00:00,0.0,8
8248,365,163,27,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8249,365,129,27,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8250,365,157,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8251,365,161,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8252,365,78,45,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8253,365,112,33,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8254,365,114,39,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8255,365,146,49,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8256,365,99,39,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8257,365,90,42,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8258,365,148,44,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8259,365,88,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8260,365,162,42,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8261,366,102,1,1,1,9.0,44,0,0,0 days 00:00:00,0.0,1
8262,366,117,1,2,2,6.0,44,0,0,0 days 00:00:00,0.0,1
8263,366,95,6,6,3,4.0,44,0,0,0 days 00:00:00,0.0,1
8264,366,123,3,4,4,3.0,44,0,0,0 days 00:00:00,0.0,1
8265,366,145,22,7,5,2.0,44,0,0,0 days 00:00:00,0.0,1
8266,366,118,21,10,6,1.0,44,0,0,0 days 00:00:00,0.0,1
8267,366,127,37,9,7,0.0,43,0,0,0 days 00:00:00,0.0,11
8268,366,140,46,15,8,0.0,43,0,0,0 days 00:00:00,0.0,11
8269,366,94,18,14,9,0.0,43,0,0,0 days 00:00:00,0.0,11
8270,366,139,22,13,10,0.0,43,0,0,0 days 00:00:00,0.0,11
8271,366,110,35,18,11,0.0,43,0,0,0 days 00:00:00,0.0,11
8272,366,122,37,19,12,0.0,43,0,0,0 days 00:00:00,0.0,11
8273,366,129,27,26,13,0.0,43,0,0,0 days 00:00:00,0.0,11
8274,366,156,25,21,14,0.0,42,0,0,0 days 00:00:00,0.0,12
8275,366,159,18,25,15,0.0,41,0,0,0 days 00:00:00,0.0,13
8276,366,112,33,11,16,0.0,39,0,0,0 days 00:00:00,0.0,5
8277,366,158,21,24,17,0.0,38,0,0,0 days 00:00:00,0.0,36
8278,366,92,46,23,18,0.0,21,0,0,0 days 00:00:00,0.0,20
8279,366,119,3,5,19,0.0,20,0,0,0 days 00:00:00,0.0,4
8280,366,105,33,22,20,0.0,19,0,0,0 days 00:00:00,0.0,4
8281,366,133,35,12,21,0.0,13,0,0,0 days 00:00:00,0.0,20
8282,366,84,34,20,22,0.0,12,0,0,0 days 00:00:00,0.0,23
8283,366,77,6,3,23,0.0,9,0,0,0 days 00:00:00,0.0,20
8284,366,131,34,8,24,0.0,9,0,0,0 days 00:00:00,0.0,64
8285,366,163,27,17,25,0.0,4,0,0,0 days 00:00:00,0.0,4
8286,366,65,25,16,26,0.0,3,0,0,0 days 00:00:00,0.0,20
8287,366,138,32,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8288,366,137,32,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8289,366,157,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8290,366,162,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8291,366,78,45,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8292,366,160,45,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8293,366,90,42,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8294,366,99,39,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8295,366,146,49,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8296,366,88,49,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8297,366,114,39,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8298,366,148,44,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8299,366,134,42,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8300,367,117,1,4,1,9.0,53,0,0,0 days 00:00:00,0.0,1
8301,367,77,6,2,2,6.0,53,0,0,0 days 00:00:00,0.0,1
8302,367,123,3,6,3,4.0,53,0,0,0 days 00:00:00,0.0,1
8303,367,119,3,5,4,3.0,53,0,0,0 days 00:00:00,0.0,1
8304,367,55,25,10,5,2.0,52,0,0,0 days 00:00:00,0.0,11
8305,367,84,34,12,6,1.0,52,0,0,0 days 00:00:00,0.0,11
8306,367,94,18,15,7,0.0,52,0,0,0 days 00:00:00,0.0,11
8307,367,159,18,26,8,0.0,51,0,0,0 days 00:00:00,0.0,12
8308,367,163,27,23,9,0.0,51,0,0,0 days 00:00:00,0.0,12
8309,367,138,32,19,10,0.0,51,0,0,0 days 00:00:00,0.0,22
8310,367,133,35,20,11,0.0,47,0,0,0 days 00:00:00,0.0,5
8311,367,110,35,17,12,0.0,45,0,0,0 days 00:00:00,0.0,5
8312,367,102,1,1,13,0.0,44,0,0,0 days 00:00:00,0.0,5
8313,367,95,6,3,14,0.0,41,0,0,0 days 00:00:00,0.0,6
8314,367,92,46,22,15,0.0,38,0,0,0 days 00:00:00,0.0,21
8315,367,145,22,8,16,0.0,33,0,0,0 days 00:00:00,0.0,23
8316,367,122,37,18,17,0.0,30,0,0,0 days 00:00:00,0.0,5
8317,367,129,27,21,18,0.0,30,0,0,0 days 00:00:00,0.0,43
8318,367,137,32,11,19,0.0,23,0,0,0 days 00:00:00,0.0,20
8319,367,156,25,14,20,0.0,18,0,0,0 days 00:00:00,0.0,5
8320,367,118,21,16,21,0.0,18,0,0,0 days 00:00:00,0.0,69
8321,367,78,45,24,22,0.0,16,0,0,0 days 00:00:00,0.0,6
8322,367,105,33,13,23,0.0,14,0,0,0 days 00:00:00,0.0,10
8323,367,127,37,25,24,0.0,14,0,0,0 days 00:00:00,0.0,37
8324,367,112,33,7,25,0.0,1,0,0,0 days 00:00:00,0.0,20
8325,367,139,22,9,26,0.0,0,0,0,0 days 00:00:00,0.0,7
8326,367,131,34,0,27,0.0,0,0,0,0 days 00:00:00,0.0,2
8327,367,158,21,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8328,367,157,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8329,367,162,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8330,367,140,46,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8331,367,99,39,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8332,367,90,42,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8333,367,160,45,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8334,367,146,49,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8335,367,88,49,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8336,367,165,44,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8337,367,114,39,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8338,367,134,42,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8339,368,77,6,2,1,9.0,71,0,0,0 days 00:00:00,0.0,1
8340,368,117,1,4,2,6.0,71,0,0,0 days 00:00:00,0.0,1
8341,368,140,46,12,3,4.0,71,0,0,0 days 00:00:00,0.0,1
8342,368,145,22,13,4,3.0,71,0,0,0 days 00:00:00,0.0,1
8343,368,94,18,5,5,2.0,70,0,0,0 days 00:00:00,0.0,11
8344,368,156,25,18,6,1.0,70,0,0,0 days 00:00:00,0.0,11
8345,368,138,32,25,7,0.0,70,0,0,0 days 00:00:00,0.0,11
8346,368,84,34,10,8,0.0,70,0,0,0 days 00:00:00,0.0,11
8347,368,112,33,17,9,0.0,70,0,0,0 days 00:00:00,0.0,11
8348,368,127,37,14,10,0.0,69,0,0,0 days 00:00:00,0.0,12
8349,368,105,33,21,11,0.0,69,0,0,0 days 00:00:00,0.0,12
8350,368,159,18,9,12,0.0,69,0,0,0 days 00:00:00,0.0,12
8351,368,163,27,23,13,0.0,69,0,0,0 days 00:00:00,0.0,12
8352,368,131,34,11,14,0.0,69,0,0,0 days 00:00:00,0.0,12
8353,368,119,3,6,15,0.0,60,0,0,0 days 00:00:00,0.0,25
8354,368,123,3,8,16,0.0,60,0,0,0 days 00:00:00,0.0,25
8355,368,102,1,1,17,0.0,48,0,0,0 days 00:00:00,0.0,4
8356,368,95,6,3,18,0.0,48,0,0,0 days 00:00:00,0.0,2
8357,368,118,21,22,19,0.0,37,0,0,0 days 00:00:00,0.0,3
8358,368,137,32,20,20,0.0,33,0,0,0 days 00:00:00,0.0,4
8359,368,133,35,7,21,0.0,33,0,0,0 days 00:00:00,0.0,4
8360,368,139,22,16,22,0.0,29,0,0,0 days 00:00:00,0.0,22
8361,368,122,37,24,23,0.0,25,0,0,0 days 00:00:00,0.0,5
8362,368,158,21,26,24,0.0,24,0,0,0 days 00:00:00,0.0,20
8363,368,110,35,19,25,0.0,17,0,0,0 days 00:00:00,0.0,10
8364,368,90,42,15,26,0.0,11,0,0,0 days 00:00:00,0.0,10
8365,368,65,25,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8366,368,129,27,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
8367,368,162,48,0,29,0.0,0,0,0,0 days 00:00:00,0.0,81
8368,368,157,48,0,30,0.0,0,0,0,0 days 00:00:00,0.0,81
8369,368,114,39,0,31,0.0,0,0,0,0 days 00:00:00,0.0,97
8370,368,109,46,0,32,0.0,0,0,0,0 days 00:00:00,0.0,97
8371,368,160,45,0,33,0.0,0,0,0,0 days 00:00:00,0.0,97
8372,368,165,44,0,34,0.0,0,0,0,0 days 00:00:00,0.0,97
8373,368,99,39,0,35,0.0,0,0,0,0 days 00:00:00,0.0,97
8374,368,78,45,0,36,0.0,0,0,0,0 days 00:00:00,0.0,97
8375,368,88,49,0,37,0.0,0,0,0,0 days 00:00:00,0.0,97
8376,368,146,49,0,38,0.0,0,0,0,0 days 00:00:00,0.0,97
8377,368,134,42,0,39,0.0,0,0,0,0 days 00:00:00,0.0,97
8378,369,102,1,1,1,9.0,73,0,0,0 days 00:00:00,0.0,1
8379,369,77,6,2,2,6.0,73,0,0,0 days 00:00:00,0.0,1
8380,369,117,1,3,3,4.0,73,0,0,0 days 00:00:00,0.0,1
8381,369,55,25,9,4,3.0,72,0,0,0 days 00:00:00,0.0,11
8382,369,119,3,6,5,2.0,72,0,0,0 days 00:00:00,0.0,11
8383,369,112,33,5,6,1.0,72,0,0,0 days 00:00:00,0.0,11
8384,369,110,35,15,7,0.0,72,0,0,0 days 00:00:00,0.0,11
8385,369,137,32,7,8,0.0,71,0,0,0 days 00:00:00,0.0,12
8386,369,118,21,16,9,0.0,71,0,0,0 days 00:00:00,0.0,12
8387,369,156,25,13,10,0.0,71,0,0,0 days 00:00:00,0.0,12
8388,369,158,21,22,11,0.0,61,0,0,0 days 00:00:00,0.0,5
8389,369,139,22,10,12,0.0,59,0,0,0 days 00:00:00,0.0,20
8390,369,133,35,23,13,0.0,55,0,0,0 days 00:00:00,0.0,5
8391,369,84,34,8,14,0.0,51,0,0,0 days 00:00:00,0.0,20
8392,369,127,37,26,15,0.0,47,0,0,0 days 00:00:00,0.0,4
8393,369,159,18,20,16,0.0,47,0,0,0 days 00:00:00,0.0,20
8394,369,123,3,21,17,0.0,40,0,0,0 days 00:00:00,0.0,48
8395,369,129,27,24,18,0.0,34,0,0,0 days 00:00:00,0.0,5
8396,369,94,18,4,19,0.0,27,0,0,0 days 00:00:00,0.0,20
8397,369,122,37,19,20,0.0,23,0,0,0 days 00:00:00,0.0,7
8398,369,109,46,17,21,0.0,20,0,0,0 days 00:00:00,0.0,6
8399,369,160,45,25,22,0.0,17,0,0,0 days 00:00:00,0.0,6
8400,369,145,22,14,23,0.0,14,0,0,0 days 00:00:00,0.0,20
8401,369,131,34,12,24,0.0,11,0,0,0 days 00:00:00,0.0,10
8402,369,78,45,11,25,0.0,6,0,0,0 days 00:00:00,0.0,22
8403,369,138,32,18,26,0.0,0,0,0,0 days 00:00:00,0.0,4
8404,369,163,27,0,27,0.0,0,0,0,0 days 00:00:00,0.0,81
8405,369,162,48,0,28,0.0,0,0,0,0 days 00:00:00,0.0,81
